一	yī
辛苦	xīnkǔ
辛酸	xīnsuān
辜负	gūfù
辞	cí
辞典	cídiǎn
辞去	cíqù
辞呈	cíchéng
辞职	cízhí
辞行	cíxíng
辞退	cítuì
辣	là
辣椒	làjiāo
辨别	biànbié
辨认	biànrèn
辨识	biànshì
辩	biàn
辩护	biànhù
辩解	biànjiě
辩论	biànlùn
辫子	biànzi
边	biān
边境	biānjìng
边界	biānjiè
边疆	biānjiāng
边缘	biānyuán
边远	biānyuǎn
辽阔	liáokuò
达	dá
达到	dádào
达成	dáchéng
达标	dábiāo
迁	qiān
迁就	qiānjiù
迁移	qiānyí
迄	qì
迄今	qìjīn
迄今为止	qìjīnwéizhǐ
迅速	xùnsù
过	guò
过不去	guòbùqù
过世	guòshì
过于	guòyú
过人	guòrén
过关	guòguān
过分	guòfèn
过剩	guòshèng
过半	guòbàn
过去	guòqù
过后	guòhòu
过境	guòjìng
过失	guòshī
过头	guòtóu
过奖	guòjiǎng
过年	guònián
过度	guòdù
过往	guòwǎng
过意不去	guòyìbùqù
过敏	guòmǐn
过日子	guòrìzi
过早	guòzǎo
过时	guòshí
过期	guòqī
过来	guòlái
过活	guòhuó
过渡	guòdù
过滤	guòlǜ
过瘾	guòyǐn
过目	guòmù
过硬	guòyìng
过程	guòchéng
过节	guòjié
过道	guòdào
过重	guòzhòng
过量	guòliàng
过错	guòcuò
过问	guòwèn
迈	mài
迈进	màijìn
迎	yíng
迎合	yínghé
迎接	yíngjiē
迎来	yínglái
迎面	yíngmiàn
运	yùn
运作	yùnzuò
运动	yùndòng
运动会	yùndònghuì
运动员	yùndòngyuán
运气	yùnqì
运河	yùnhé
运用	yùnyòng
运营	yùnyíng
运行	yùnxíng
运转	yùnzhuàn
运输	yùnshū
运送	yùnsòng
近	jìn
近乎	jìnhū
近代	jìndài
近代史	jìndàishǐ
近似	jìnsì
近况	jìnkuàng
近年来	jìnniánlái
近日	jìnrì
近期	jìnqī
近来	jìnlái
近视	jìnshì
返	făn
返回	fǎnhuí
返国	fǎnguó
返还	fǎnhuán
还	hái
还不如	háibùrú
还原	huányuán
还好	háihăo
还是	háishì
还有	háiyǒu
还款	háikuǎn
还要	háiyào
这	zhè
这么	zhème
这些	zhèxiē
这会儿	zhèhuìer
这儿	zhèér
这就是说	zhèjiùshìshuō
这时候	zhèshíhòu
这样	zhèyàng
这样一来	zhèyàngyīlái
这样子	zhèyàngzi
这边	zhèbiān
这里	zhèlǐ
进	jìn
进一步	jìnyíbù
进修	jìnxiū
进入	jìnrù
进军	jìnjūn
进出	jìnchū
进出口	jìnchūkǒu
进化	jìnhuà
进去	jìnqù
进口	jìnkǒu
进场	jìnchǎng
进展	jìnzhǎn
进度	jìndù
进攻	jìngōng
进来	jìnlái
进步	jìnbù
进程	jìnchéng
进而	jìnér
进行	jìnxíng
进食	jìnshí
进驻	jìnzhù
远	yuǎn
远处	yuǎnchù
远大	yuăndà
远方	yuǎnfāng
远景	yuănjĭng
远离	yuǎnlí
远程	yuǎnchéng
远见	yuǎnjiàn
远近闻名	yuǎnjìnwénmíng
远远	yuǎnyuǎn
违反	wéifǎn
违法	wéifǎ
违章	wéizhāng
违约	wéiyuē
违背	wéibèi
违规	wéiguī
连	lián
连任	liánrèn
连同	liántóng
连声	liánshēng
连夜	liányè
连带	liándài
连忙	liánmáng
连接	liánjiē
连滚带爬	liángǔndàipá
连线	liánxiàn
连结	liánjié
连络	liánluò
连续	liánxù
连续剧	liánxùjù
连绵	liánmián
连署	liánshù
连贯	liánguàn
连连	liánlián
连锁	liánsuǒ
连锁店	liánsuǒdiàn
迟	chí
迟到	chídào
迟早	chízǎo
迟疑	chíyí
迟缓	chíhuǎn
迟迟	chíchí
迟钝	chídùn
迫不及待	pòbùjídài
迫使	pòshǐ
迫切	pòqiè
迫害	pòhài
迭起	diéqǐ
述说	shùshuō
迷	mí
迷人	mírén
迷信	míxìn
迷失	míshī
迷宫	mígōng
迷思	mísī
迷恋	míliàn
迷惑	míhuò
迷惑不解	míhuòbùjiě
迷糊	míhú
迷路	mílù
迹象	jìxiàng
追	zhuī
追击	zhuījí
追尾	zhuīwěi
追悼会	zhuīdàohuì
追捕	zhuībŭ
追杀	zhuīshā
追查	zhuīchá
追求	zhuīqiú
追溯	zhuīsù
追究	zhuījiū
追赶	zhuīgǎn
追踪	zhuīzōng
追逐	zhuīzhú
追问	zhuīwèn
追随	zhuīsuí
退	tuì
退休	tuìxiū
退休金	tuìxiūjīn
退出	tuìchū
退化	tuìhuà
退却	tuìquè
退回	tuìhuí
退学	tuìxué
退役	tuìyì
退步	tuìbù
退票	tuìpiào
退缩	tuìsuō
退让	tuìràng
退路	tuìlù
送	sòng
送别	sòngbié
送到	sòngdào
送礼	sònglǐ
送给	sònggěi
送行	sòngxíng
适中	shìzhōng
适合	shìhé
适宜	shìyí
适应	shìyìng
适度	shìdù
适当	shìdàng
适时	shìshí
适用	shìyòng
适量	shìliàng
逃	táo
逃亡	táowáng
逃命	táomìng
逃生	táoshēng
逃离	táolí
逃税	táoshuì
逃脱	táotuō
逃走	táozǒu
逃跑	táopǎo
逃避	táobì
逃难	táonàn
逆	nì
逆转	nìzhuǎn
选	xuǎn
选举	xuǎnjǔ
选修	xuǎnxiū
选定	xuǎndìng
选手	xuǎnshǒu
选拔	xuǎnbá
选择	xuǎnzé
选民	xuǎnmín
选用	xuǎnyòng
选票	xuănpiào
选购	xuăngòu
选项	xuǎnxiàng
逊色	xùnsè
逍遥	xiāoyáo
透	tòu
透彻	tòuchè
透支	tòuzhī
透明	tòumíng
透气	tòuqì
透过	tòuguò
透露	tòulù
逐	zhú
逐一	zhúyī
逐年	zhúnián
逐步	zhúbù
逐渐	zhújiàn
递	dì
递交	dìjiāo
递给	dìgěi
途中	túzhōng
途径	tújìng
逗	dòu
逗留	dòuliú
通	tōng
通俗	tōngsú
通信	tōngxìn
通告	tōnggào
通宵	tōngxiāo
通常	tōngcháng
通往	tōngwǎng
通报	tōngbào
通用	tōngyòng
通畅	tōngchàng
通知	tōngzhī
通知书	tōngzhīshū
通称	tōngchēng
通红	tōnghóng
通缉	tōngjī
通行	tōngxíng
通行证	tōngxíngzhèng
通讯	tōngxùn
通话	tōnghuà
通货膨胀	tōnghuòpéngzhàng
通路	tōnglù
通车	tōngchē
通过	tōngguò
通通	tōngtōng
通道	tōngdào
通顺	tōngshùn
通风	tōngfēng
逛	guàng
逛街	guàngjiē
逝世	shìshì
逞强	chěngqiáng
逞能	chěngnéng
速度	sùdù
造	zào
造价	zàojià
造假	zàojiǎ
造化	zàohuà
造反	zàofăn
造句	zàojù
造型	zàoxíng
造就	zàojiù
造成	zàochéng
造物主	zàowùzhŭ
造福	zàofú
造纸术	zàozhǐshù
造访	zàofǎng
逢	féng
逮	dǎi
逮捕	dàibǔ
逻辑	luójí
逼	bī
逼真	bīzhēn
逼近	bījìn
逼迫	bīpò
逾	yú
逾期	yúqī
遂	suì
遂心	suìxīn
遇	yù
遇上	yùshàng
遇到	yùdào
遇害	yùhài
遇见	yùjiàn
遇险	yùxiǎn
遇难	yùnàn
遍	biàn
遍及	biànjí
遍地	biàndì
遍布	biànbù
遏制	èzhì
道	dào
道义	dàoyì
道具	dàojù
道别	dàobié
道地	dàodì
道士	dàoshì
道家	dàojiā
道德	dàodé
道教	dàojiào
道歉	dàoqiàn
道理	dàolǐ
道路	dàolù
遗产	yíchǎn
遗传	yíchuán
遗体	yítǐ
遗嘱	yízhǔ
遗址	yízhǐ
遗失	yíshī
遗弃	yíqì
遗志	yízhì
遗忘	yíwàng
遗愿	yíyuàn
遗憾	yíhàn
遗漏	yílòu
遗物	yíwù
遗留	yíliú
遛	liú
遥控	yáokòng
遥远	yáoyuǎn
遭	zāo
遭到	zāodào
遭受	zāoshòu
遭殃	zāoyāng
遭遇	zāoyù
遮	zhē
遮盖	zhēgài
遮蔽	zhēbì
遵守	zūnshǒu
遵循	zūnxún
遵照	zūnzhào
避	bì
避免	bìmiǎn
避孕	bìyùn
避暑	bìshǔ
避难	bìnàn
邀	yāo
邀约	yāoyuē
邀请	yāoqǐng
那	nà
那么	nàme
那些	nàxiē
那会儿	nàhuìer
那儿	nàér
那时候	nàshíhòu
那样	nàyàng
那边	nàbiān
那里	nàlǐ
邪	xié
邪恶	xiéè
邮件	yóujiàn
邮局	yóujú
邮差	yóuchāi
邮政	yóuzhèng
邮票	yóupiào
邮箱	yóuxiāng
邮编	yóubiān
邻国	línguó
邻居	línjū
邻近	línjìn
邻里	línlĭ
郊区	jiāoqū
郊外	jiāowài
郊游	jiāoyóu
郑重	zhèngzhòng
部	bù
部下	bùxià
部件	bùjiàn
部位	bùwèi
部分	bùfèn
部分(˙ㄈㄣ)	bùfen
部署	bùshǔ
部落	bùluò
部长	bùzhǎng
部门	bùmén
部队	bùduì
都	dōu
都会	dūhuì
都市	dūshì
鄙视	bǐshì
酌情	zhuóqíng
酌量	zhuóliáng
配	pèi
配乐	pèiyuè
配件	pèijiàn
配偶	pèiǒu
配合	pèihé
配备	pèibèi
配套	pèitào
配对	pèiduì
配给	pèijĭ
配置	pèizhì
配送	pèisòng
配音	pèiyīn
酒	jiǔ
酒会	jiŭhuì
酒吧	jiǔbā
酒席	jiǔxí
酒店	jiǔdiàn
酒楼	jiǔlóu
酒水	jiǔshuǐ
酒精	jiǔjīng
酒馆	jiŭguăn
酒鬼	jiǔguǐ
酗酒	xùjiǔ
酝酿	yùnniàng
酣畅	hānchàng
酣睡	hānshuì
酥	sū
酱	jiàng
酱油	jiàngyóu
酷	kù
酷似	kùsì
酸	suān
酸奶	suānnǎi
酸甜苦辣	suāntiánkǔlà
酿造	niàngzào
醇厚	chúnhòu
醉	zuì
醋	cù
醒	xǐng
醒悟	xǐngwù
醒来	xǐnglái
醒目	xǐngmù
采	cǎi
采买	cǎimǎi
采光	căiguāng
采取	cǎiqǔ
采用	cǎiyòng
采矿	cǎikuàng
采纳	cǎinà
采访	cǎifǎng
采购	cǎigòu
采集	cǎijí
释放	shìfàng
里	lǐ
里头	lǐtou
里程	lĭchéng
里程碑	lǐchéngbēi
里边	lǐbiān
里面	lǐmiàn
重	zhòng
重中之重	zhòngzhōngzhīzhòng
重任	zhòngrèn
重伤	zhòngshāng
重创	zhòngchuāng
重叠	chóngdié
重合	chónghé
重型	zhòngxíng
重复	chóngfù
重大	zhòngdà
重建	chóngjiàn
重心	zhòngxīn
重播	chóngbō
重整	chóngzhěng
重新	chóngxīn
重演	chóngyǎn
重点	zhòngdiǎn
重现	chóngxiàn
重用	zhòngyòng
重申	chóngshēn
重组	chóngzǔ
重要	zhòngyào
重视	zhòngshì
重责大任	zhòngzédàrèn
重返	chóngfǎn
重逢	chóngféng
重重	chóngchóng
重量	zhòngliàng
重量级	zhòngliàngjí
重镇	zhòngzhèn
野	yě
野兽	yěshòu
野外	yěwài
野心	yěxīn
野炊	yěchuī
野生	yěshēng
野营	yěyíng
野蛮	yěmán
野餐	yěcān
量	liàng
量化	liànghuà
金	jīn
金(子)	jīn
金子	jīnzi
金字塔	jīnzìtǎ
金属	jīnshǔ
金牌	jīnpái
金融	jīnróng
金钱	jīnqián
金额	jīné
金鱼	jīnyú
鉴于	jiànyú
鉴别	jiànbié
鉴定	jiàndìng
鉴赏	jiànshǎng
针	zhēn
针对	zhēnduì
针灸	zhēnjiǔ
针锋相对	zhēnfēngxiāngduì
钉	dīng
钉1	dīng
钉2	dìng
钉子	dīngzi
钓	diào
钓鱼	diàoyú
钙	gài
钞票	chāopiào
钟	zhōng
钟头	zhōngtóu
钢	gāng
钢琴	gāngqín
钢笔	gāngbǐ
钢铁	gāngtiě
钥匙	yàoshi
钦佩	qīnpèi
钩	gōu
钩子	gōuzi
钮扣	niŭkòu
钱	qián
钱包	qiánbāo
钱财	qiáncái
钳子	qiánzi
钻	zuān
钻石	zuànshí
钻研	zuānyán
钻空子	zuānkòngzi
铀	yòu
铁	tiě
铁路	tiělù
铃	líng
铃声	língshēng
铅	qiān
铅笔	qiānbǐ
铜	tóng
铜板	tóngbǎn
铜牌	tóngpái
铝	lǚ
铭记	míngjì
铲	chǎn
铲子	chǎnzi
银	yín
银子	yínzi
银幕	yínmù
银牌	yínpái
银色	yínsè
银行	yínháng
银行卡	yínhángkǎ
铸造	zhùzào
铺	pù
铺1	pū
铺2	pù
铺路	pūlù
销	xiāo
销售	xiāoshòu
销毁	xiāohuǐ
销路	xiāolù
销量	xiāoliàng
锁	suǒ
锁定	suǒdìng
锄头	chútou
锅	guō
锅(子)	guō
锈	xiù
锋利	fēnglì
锋面	fēngmiàn
锐利	ruìlì
错	cuò
错乱	cuòluàn
错位	cuòwèi
错别字	cuòbiézì
错失	cuòshī
错字	cuòzì
错综复杂	cuòzōngfùzá
错觉	cuòjué
错误	cuòwù
错过	cuòguò
锡	xī
锣	luó
锤子	chuízi
锦旗	jǐnqí
键	jiàn
键盘	jiànpán
锯	jù
锻炼	duànliàn
镇	zhèn
镇压	zhènyā
镇定	zhèndìng
镇静	zhènjìng
镜(子)	jìng
镜头	jìngtóu
镜子	jìngzi
镶	xiāng
镶嵌	xiāngqiàn
长	zhǎng
长久	chángjiǔ
长久以来	chángjiǔyǐlái
长假	chángjià
长城	chángchéng
长处	chángchù
长大	zhǎngdà
长子	zhăngzĭ
长官	zhǎngguān
长寿	chángshòu
长年	chángnián
长度	chángdù
长征	chángzhēng
长效	zhǎngxiào
长方形	chángfāngxíng
长期	chángqī
长期以来	chángqīyǐlái
长相	zhǎngxiàng
长短	chángduǎn
长线	chángxiàn
长老	zhǎnglǎo
长足	chángzú
长跑	chángpǎo
长辈	zhǎngbèi
长达	zhǎngdá
长远	chángyuǎn
长途	chángtú
门	mén
门口	ménkǒu
门当户对	méndānghùduì
门户	ménhù
门槛	ménkǎn
门票	ménpiào
门诊	ménzhěn
门路	ménlù
门铃	ménlíng
闪	shǎn
闪亮	shǎnliàng
闪光	shǎnguāng
闪烁	shǎnshuò
闪电	shǎndiàn
闪耀	shănyào
闪闪	shǎnshǎn
闪闪发光	shǎnshǎnfāguāng
闭	bì
闭塞	bìsè
闭幕	bìmù
闭幕式	bìmùshì
问	wèn
问世	wènshì
问候	wènhòu
问卷	wènjuǎn
问好	wènhăo
问路	wènlù
问题	wèntí
闯	chuǎng
闲	xián
闲暇	xiánxiá
闲话	xiánhuà
间	jiān
间2	jiàn
间接	jiànjiē
间断	jiànduàn
间谍	jiàndié
间隔	jiàngé
间隙	jiànxì
闷	mèn
闷2	mèn
闷热	mēnrè
闷闷不乐	mènmènbúlè
闸	zhá
闹	nào
闹事	nàoshì
闹剧	nàojù
闹区	nàoqū
闹着玩儿	nàozhewánér
闹钟	nàozhōng
闺女	guīnǚ
闻	wén
闻名	wénmíng
阀门	fámén
阁楼	gélóu
阅历	yuèlì
阅览室	yuèlǎnshì
阅读	yuèdú
阎王	yánwáng
阐述	chǎnshù
阔	kuò
阔绰	kuòchuò
队	duì
队伍	duìwǔ
队员	duìyuán
队形	duìxíng
队长	duìzhǎng
防	fáng
防卫	fángwèi
防备	fángbèi
防守	fángshǒu
防御	fángyù
防护	fánghù
防止	fángzhǐ
防水	fángshuĭ
防汛	fángxùn
防治	fángzhì
防火墙	fánghuǒqiáng
防疫	fángyì
防盗	fángdào
防盗门	fángdàomén
防范	fángfàn
阳光	yángguāng
阳台	yángtái
阳性	yángxìng
阴	yīn
阴天	yīntiān
阴影	yīnyǐng
阴性	yīnxìng
阴暗	yīnàn
阴谋	yīnmóu
阴阳	yīnyáng
阵	zhèn
阵子	zhènzi
阵容	zhènróng
阵营	zhènyíng
阶	jiē
阶层	jiēcéng
阶梯	jiētī
阶段	jiēduàn
阶级	jiējí
阻力	zǔlì
阻塞	zŭsè
阻拦	zǔlán
阻挠	zǔnáo
阻挡	zǔdǎng
阻止	zǔzhǐ
阻碍	zǔài
阿姨	āyí
阿拉伯语	ālābóyǔ
附	fù
附上	fùshàng
附件	fùjiàn
附加	fùjiā
附和	fùhè
附属	fùshǔ
附带	fùdài
附录	fùlù
附著	fùzhuó
附近	fùjìn
际	jì
陆	liù
陆军	lùjūn
陆地	lùdì
陆续	lùxù
陈列	chénliè
陈旧	chénjiù
陈述	chénshù
陌生	mòshēng
降	jiàng
降临	jiànglín
降价	jiàngjià
降低	jiàngdī
降温	jiàngwēn
降落	jiàngluò
限	xiàn
限于	xiànyú
限制	xiànzhì
限定	xiàndìng
限度	xiàndù
陡	dǒu
院	yuàn
院(子)	yuàn
院士	yuànshì
院子	yuànzi
院长	yuànzhǎng
除	chú
除了	chúle
除去	chúqù
除夕	chúxī
除外	chúwài
除此之外	chúcǐzhīwài
除非	chúfēi
陨石	yǔnshí
险	xiǎn
险恶	xiǎnè
陪	péi
陪伴	péibàn
陪同	péitóng
陪葬	péizàng
陶冶	táoyě
陶器	táoqì
陶瓷	táocí
陶醉	táozuì
陷	xiàn
陷入	xiànrù
陷害	xiànhài
陷阱	xiànjǐng
隆重	lóngzhòng
随	suí
随之	suízhī
随从1	suícóng
随从2	suízòng
随便	suíbiàn
随即	suíjí
随同	suítóng
随后	suíhòu
随处可见	suíchùkějiàn
随大溜	suídàliù
随心所欲	suíxīnsuǒyù
随意	suíyì
随手	suíshǒu
随时	suíshí
随时随地	suíshísuídì
随机	suíjī
随着	suízhe
随著	suízhe
随身	suíshēn
隐含	yǐnhán
隐士	yĭnshì
隐居	yǐnjū
隐形	yǐnxíng
隐性	yǐnxìng
隐患	yǐnhuàn
隐情	yǐnqíng
隐瞒	yǐnmán
隐私	yǐnsī
隐约	yǐnyuē
隐蔽	yǐnbì
隐藏	yǐncáng
隐身	yǐnshēn
隐隐	yǐnyǐn
隔	gé
隔壁	gébì
隔天	gétiān
隔年	génián
隔开	gékāi
隔离	gélí
隔绝	géjué
隔阂	géhé
障碍	zhàngài
隧道	suìdào
隶属	lìshǔ
难	nán
难2	nàn
难为情	nánwéiqíng
难以	nányǐ
难以想象	nányǐxiǎngxiàng
难以置信	nányǐzhìxìn
难免	nánmiǎn
难关	nánguān
难受	nánshòu
难听	nántīng
难堪	nánkān
难处	nánchǔ
难度	nándù
难得	nándé
难得一见	nándéyījiàn
难忘	nánwàng
难怪	nánguài
难民	nànmín
难点	nándiǎn
难看	nánkàn
难说	nánshuō
难过	nánguò
难道	nándào
难题	nántí
雁	yàn
雄伟	xióngwěi
雄厚	xiónghòu
集	jí
集中	jízhōng
集会	jíhuì
集体	jítǐ
集合	jíhé
集团	jítuán
集权	jíquán
集结	jíjié
集装箱	jízhuāngxiāng
集资	jízī
集邮	jíyóu
雇	gù
雇主	gùzhǔ
雇佣	gùyōng
雇员	gùyuán
雇用	gùyòng
雌	cī
雕	diāo
雕像	diāoxiàng
雕刻	diāokè
雕塑	diāosù
雨	yǔ
雨季	yŭjì
雨水	yǔshuǐ
雨衣	yǔyī
雪	xuě
雪上加霜	xuěshàngjiāshuāng
雪人	xuěrén
雪山	xuěshān
雪花	xuěhuā
零	líng
零下	língxià
零件	língjiàn
零售	língshòu
零星	língxīng
零用钱	língyòngqián
零花钱	línghuāqián
零钱	língqián
零食	língshí
雷	léi
雷同	léitóng
雷射	léishè
雷达	léidá
雾	wù
需	xū
需求	xūqiú
需要	xūyào
震	zhèn
震动	zhèndòng
震惊	zhènjīng
震撼	zhènhàn
霍乱	huòluàn
霜	shuāng
露	lù
露天	lùtiān
露营	lùyíng
露面	lòumiàn
霸占	bàzhàn
霸道	bàdào
青	qīng
青少年	qīngshàonián
青山	qīngshān
青年	qīngnián
青春	qīngchūn
青春期	qīngchūnqī
青睐	qīnglài
青翠	qīngcuì
青菜	qīngcài
青蛙	qīngwā
静	jìng
静坐	jìngzuò
静态	jìngtài
静悄悄	jìngqiǎoqiǎo
静止	jìngzhǐ
静脉	jìngmài
静默	jìngmò
非	fēi
非凡	fēifán
非常	fēicháng
非得	fēiděi
非法	fēifǎ
非洲	fēizhōu
靠	kào
靠拢	kàolǒng
靠近	kàojìn
面	miàn
面临	miànlín
面前	miànqián
面包	miànbāo
面向	miànxiàng
面子	miànzi
面孔	miànkŏng
面容	miànróng
面对	miànduì
面对面	miànduìmiàn
面条	miàntiáo
面条儿	miàntiáoér
面目	miànmù
面目全非	miànmùquánfēi
面积	miànjī
面粉	miànfěn
面红耳赤	miànhóngěrchì
面色	miànsè
面试	miànshì
面谈	miàntán
面貌	miànmào
面部	miànbù
面面俱到	miànmiànjùdào
革命	gémìng
革新	géxīn
靴(子)	xuē
靴子	xuēzi
靶子	bǎzi
鞋	xié
鞋(子)	xié
鞠躬	jūgōng
鞭子	biānzi
鞭炮	biānpào
鞭策	biāncè
韧性	rènxìng
音	yīn
音乐	yīnyuè
音乐会	yīnyuèhuì
音像	yīnxiàng
音响	yīnxiǎng
音节	yīnjié
音量	yīnliàng
韵味	yùnwèi
韵律	yùnlǜ
页	yè
顶	dǐng
顶多	dǐngduō
顶尖	dǐngjiān
顶点	dǐngdiǎn
顶端	dǐngduān
顶级	dǐngjí
项	xiàng
项目	xiàngmù
项链	xiàngliàn
顺	shùn
顺从	shùncóng
顺便	shùnbiàn
顺其自然	shùnqízìrán
顺利	shùnlì
顺势	shùnshì
顺差	shùnchā
顺序	shùnxù
顺应	shùnyìng
顺心	shùnxīn
顺手	shùnshǒu
顺理成章	shùnlǐchéngzhāng
顺畅	shùnchàng
顺着	shùnzhe
顺路	shùnlù
须	xū
须知	xūzhī
顽固	wángù
顽强	wánqiáng
顽皮	wánpí
顾	gù
顾不上	gùbùshàng
顾不得	gùbùdé
顾全	gùquán
顾全大局	gùquándàjú
顾及	gùjí
顾客	gùkè
顾忌	gùjì
顾虑	gùlǜ
顾问	gùwèn
顿	dùn
顿时	dùnshí
颁发	bānfā
颁奖	bānjiǎng
颁布	bānbù
预习	yùxí
预估	yùgū
预兆	yùzhào
预先	yùxiān
预告	yùgào
预售	yùshòu
预备	yùbèi
预定	yùdìng
预感	yùgǎn
预报	yùbào
预料	yùliào
预期	yùqī
预测	yùcè
预知	yùzhī
预示	yùshì
预算	yùsuàn
预约	yùyuē
预见	yùjiàn
预言	yùyán
预警	yùjǐng
预计	yùjì
预订	yùdìng
预设	yùshè
预赛	yùsài
预防	yùfáng
领	lǐng
领事	lǐngshì
领事馆	lǐngshìguǎn
领会	lǐnghuì
领先	lǐngxiān
领养	lǐngyǎng
领军	lǐngjūn
领取	lǐngqǔ
领土	lǐngtǔ
领域	lǐngyù
领导	lǐngdǎo
领带	lǐngdài
领悟	lǐngwù
领略	lǐnglüè
领袖	lǐngxiù
领队	lǐngduì
颇	pǒ
颈	jǐng
颈部	jǐngbù
频率	pínlǜ
频繁	pínfán
频道	píndào
频频	pínpín
颓废	tuífèi
颗	kē
题	tí
题材	tícái
题目	tímù
颜色	yánsè
额外	éwài
额度	édù
颠倒	diāndǎo
颠覆	diānfù
颤动	zhàndòng
颤抖	chàndǒu
风	fēng
风云	fēngyún
风俗	fēngsú
风光	fēngguāng
风力	fēnglì
风化	fēnghuà
风向	fēngxiàng
风味	fēngwèi
风和日丽	fēnghérìlì
风土	fēngtǔ
风声	fēngshēng
风尚	fēngshàng
风度	fēngdù
风情	fēngqíng
风景	fēngjǐng
风暴	fēngbào
风格	fēnggé
风气	fēngqì
风水	fēngshuǐ
风沙	fēngshā
风波	fēngbō
风流	fēngliú
风浪	fēnglàng
风潮	fēngcháo
风筝	fēngzhēng
风范	fēngfàn
风行	fēngxíng
风貌	fēngmào
风趣	fēngqù
风采	fēngcǎi
风险	fēngxiǎn
风雨	fēngyǔ
风风雨雨	fēngfēngyǔyǔ
风餐露宿	fēngcānlùsù
飘	piāo
飙升	biāoshēng
飞	fēi
飞奔	fēibēn
飞弹	fēidàn
飞往	fēiwǎng
飞快	fēikuài
飞扬	fēiyáng
飞机	fēijī
飞机场	fēijīchăng
飞翔	fēixiáng
飞舞	fēiwǔ
飞船	fēichuán
飞行	fēixíng
飞行员	fēixíngyuán
飞跃	fēiyuè
飞速	fēisù
食品	shípǐn
食堂	shítáng
食宿	shísù
食指	shízhǐ
食欲	shíyù
食物	shíwù
食用	shíyòng
餐	cān
餐具	cānjù
餐厅	cāntīng
餐桌	cānzhuō
餐饮	cānyǐn
餐馆	cānguǎn
饥饿	jīè
饭	fàn
饭店	fàndiàn
饭碗	fànwǎn
饭馆	fànguǎn
饮	yĭn
饮料	yǐnliào
饮水	yǐnshuǐ
饮用水	yǐnyòngshuǐ
饮食	yǐnshí
饰演	shìyǎn
饱	bǎo
饱受	bǎoshòu
饱和	bǎohé
饱满	bǎomǎn
饲养	sìyǎng
饲料	sìliào
饶	ráo
饶恕	ráoshù
饺(子)	jiăo
饺子	jiǎozi
饼	bǐng
饼干	bǐnggān
饿	è
馅儿	xiànér
馋	chán
馒头	mántou
首	shǒu
首先	shǒuxiān
首创	shǒuchuàng
首席	shǒuxí
首府	shǒufǔ
首批	shǒupī
首次	shǒucì
首相	shǒuxiàng
首脑	shǒunǎo
首要	shǒuyào
首都	shǒudū
首长	shŏuzhăng
首领	shŏulĭng
首饰	shǒushì
香	xiāng
香味	xiāngwèi
香喷喷	xiāngpēnpēn
香料	xiāngliào
香水	xiāngshuǐ
香油	xiāngyóu
香烟	xiāngyān
香皂	xiāngzào
香肠	xiāngcháng
香蕉	xiāngjiāo
马	mǎ
马上	mǎshàng
马力	mǎlì
马匹	mǎpī
马后炮	mǎhòupào
马戏	mǎxì
马桶	mǎtǒng
马虎	mǎhǔ
马虎(ㄏㄨ)	măhū
马路	mǎlù
马车	mǎchē
马铃薯	mălíngshŭ
驮	tuó
驯	xùn
驰名	chímíng
驱使	qūshǐ
驱动	qūdòng
驱逐	qūzhú
驳回	bóhuí
驴	lǘ
驻	zhù
驻扎	zhùzhá
驼背	tuóbèi
驾	jià
驾照	jiàzhào
驾车	jiàchē
驾驭	jiàyù
驾驶	jiàshǐ
骂	mà
骄傲	jiāoào
骆驼	luòtuó
骇人听闻	hàiréntīngwén
验	yàn
验收	yànshōu
验证	yànzhèng
骏马	jùnmǎ
骑	qí
骑士	qíshì
骑车	qíchē
骗	piàn
骗人	piànrén
骗子	piànzi
骚乱	sāoluàn
骚动	sāodòng
骚扰	sāorǎo
骤然	zhòurán
骨头	gǔtou
骨干	gǔgàn
骨折	gǔzhé
骨气	gǔqì
骨肉	gǔròu
骨骼	gǔgé
高	gāo
高下	gāoxià
高中	gāozhōng
高于	gāoyú
高价	gāojià
高低	gāodī
高傲	gāoào
高兴	gāoxìng
高压	gāoyā
高原	gāoyuán
高大	gāodà
高尔夫球	gāoěrfūqiú
高尚	gāoshàng
高层	gāocéng
高山	gāoshān
高峰	gāofēng
高峰期	gāofēngqī
高度	gāodù
高手	gāoshǒu
高效	gāoxiào
高新技术	gāoxīnjìshù
高昂	gāoáng
高明	gāomíng
高档	gāodàng
高涨	gāozhǎng
高温	gāowēn
高潮	gāocháo
高科技	gāokējì
高空	gāokōng
高等	gāoděng
高级	gāojí
高考	gāokǎo
高耸	gāosǒng
高血压	gāoxuèyā
高见	gāojiàn
高调	gāodiào
高贵	gāoguì
高超	gāochāo
高跟鞋	gāogēnxié
高速	gāosù
高速公路	gāosùgōnglù
高铁	gāotiě
高雅	gāoyǎ
高额	gāoé
高龄	gāolíng
鬼	guǐ
鬼怪	guĭguài
魂	hún
魄力	pòlì
魅力	mèilì
魔术	móshù
魔法	mófǎ
魔鬼	móguǐ
